project_id,project_name,state,district,mp_name,project_type,sanctioned_amount,released_amount,utilized_amount,completion_percentage,sanction_date,start_date,expected_completion_date,actual_completion_date,latitude,longitude,contractor,agency,status,synthetic_scenario,ground_truth_anomaly,financial_progress_ratio,progress_gap,planned_duration_days
P00748,Road Project 0748,Kerala,Kozhikode,MP_422,Road,2407000.0,2227000.0,2191000.0,100.0,2024-04-27,2024-05-07,2025-01-19,2025-01-19,11.141534,75.728221,Contractor_046,Agency_17,Completed,normal,0,0.91,-9.0,267
P00749,Sports Facility Project 0749,Tamil Nadu,Salem,MP_193,Sports Facility,2918000.0,2831000.0,2831000.0,100.0,2025-07-20,2025-07-30,2026-07-15,2026-07-15,11.558765,78.205013,Contractor_043,Agency_15,Completed,normal,0,0.97,-3.0,360
P00750,Street Lighting Project 0750,Rajasthan,Jodhpur,MP_260,Street Lighting,807000.0,715000.0,427000.0,55.9,2024-11-11,2024-11-21,2025-07-31,,26.152446,73.075409,Contractor_035,Agency_03,In Progress,normal,0,0.529,-3.0,262
P00751,School Building Project 0751,Odisha,Khordha,MP_005,School Building,5617000.0,3972000.0,3972000.0,100.0,2024-12-06,2024-12-16,2025-11-06,2025-11-06,20.261776,85.592073,Contractor_003,Agency_06,Completed,normal,0,0.707,-29.3,335
P00752,Road Project 0752,Gujarat,Ahmedabad,MP_414,Road,2351000.0,1709000.0,1056000.0,45.4,2024-10-19,2024-10-29,2025-09-24,,22.96104,72.544952,Contractor_039,Agency_08,In Progress,normal,0,0.449,-0.5,340
P00753,Health Facility Project 0753,Andhra Pradesh,Tirupati,MP_301,Health Facility,2265000.0,1277000.0,1108000.0,53.7,2026-01-30,2026-02-09,2026-10-14,,13.649975,79.448042,Contractor_047,Agency_09,In Progress,normal,0,0.489,-4.8,257
P00754,Road Project 0754,Gujarat,Ahmedabad,MP_385,Road,939000.0,913000.0,858000.0,100.0,2025-04-07,2025-04-17,2026-04-13,2026-07-29,22.915154,72.675754,Contractor_018,Agency_04,Completed,normal,0,0.914,-8.6,371
P00755,Sports Facility Project 0755,Telangana,Nizamabad,MP_061,Sports Facility,2045000.0,1320000.0,1320000.0,86.3,2024-03-09,2024-03-19,2024-10-07,,18.643826,78.07829,Contractor_013,Agency_12,In Progress,normal,0,0.645,-21.8,212
P00756,Sports Facility Project 0756,Maharashtra,Nashik,MP_013,Sports Facility,2614000.0,2038000.0,1659000.0,71.1,2024-10-28,2024-11-07,2025-03-28,,20.004657,73.768393,Contractor_044,Agency_17,In Progress,normal,0,0.635,-7.6,151
P00757,Drinking Water Project 0757,West Bengal,Kolkata,MP_089,Drinking Water,2092000.0,1786000.0,787000.0,33.6,2025-03-22,2025-04-01,2025-06-28,,22.54517,88.39029,Contractor_026,Agency_08,In Progress,normal,0,0.376,4.0,98
P00758,Sports Facility Project 0758,Maharashtra,Nashik,MP_233,Sports Facility,975000.0,868000.0,406000.0,47.1,2026-04-14,2026-04-24,2026-10-30,,19.932036,73.691448,Contractor_016,Agency_13,In Progress,normal,0,0.416,-5.5,199
P00759,School Building Project 0759,Kerala,Thrissur,MP_312,School Building,5264000.0,3864000.0,3560000.0,67.7,2025-09-06,2025-09-16,2026-01-15,,10.505197,76.134787,Contractor_021,Agency_08,In Progress,normal,0,0.676,-0.1,131
P00760,Community Hall Project 0760,Andhra Pradesh,Tirupati,MP_247,Community Hall,2288000.0,1841000.0,1714000.0,76.4,2025-05-10,2025-05-20,2025-12-06,,13.669299,79.464324,Contractor_040,Agency_11,In Progress,normal,0,0.749,-1.5,210
P00761,Sports Facility Project 0761,West Bengal,Malda,MP_459,Sports Facility,2530000.0,1965000.0,1965000.0,80.1,2026-04-15,2026-04-25,2027-01-01,,25.0875,88.254604,Contractor_018,Agency_15,In Progress,normal,0,0.777,-2.4,261
P00762,Street Lighting Project 0762,Rajasthan,Kota,MP_049,Street Lighting,1123000.0,870000.0,818000.0,27.51365355321337,2025-08-01,2025-08-11,2026-02-05,,25.275398,75.809739,Contractor_011,Agency_07,In Progress,progress_mismatch,1,0.728,45.3,188
P00763,School Building Project 0763,Telangana,Hyderabad,MP_304,School Building,5293000.0,4473000.0,2628000.0,52.1,2024-08-26,2024-09-05,2025-03-05,,17.427686,78.570001,Contractor_035,Agency_12,In Progress,normal,0,0.497,-2.4,191
P00764,School Building Project 0764,Andhra Pradesh,Guntur,MP_232,School Building,5470000.0,4597000.0,4376000.0,73.7,2024-01-22,2024-02-01,2024-07-22,,16.411994,80.49698,Contractor_043,Agency_16,In Progress,normal,0,0.8,6.3,182
P00765,Road Project 0765,Odisha,Cuttack,MP_375,Road,1708000.0,1603000.0,1262000.0,75.4,2024-09-30,2024-10-10,2025-07-22,,20.420268,85.96377,Contractor_017,Agency_20,In Progress,normal,0,0.739,-1.5,295
P00766,Street Lighting Project 0959 - Similar Work,Kerala,Ernakulam,MP_506,Street Lighting,2404000.0,2288000.0,1841000.0,75.4,2024-03-08,2024-03-18,2024-06-17,,9.881217,76.229222,Contractor_014,Agency_14,In Progress,duplicate,1,0.766,1.2,101
P00767,Road Project 0767,Kerala,Thrissur,MP_442,Road,1907000.0,1497000.0,1497000.0,100.0,2024-11-27,2024-12-07,2025-05-11,2025-07-21,10.641225,76.215463,Contractor_024,Agency_05,Completed,normal,0,0.785,-21.5,165
P00768,Drinking Water Project 0768,Kerala,Kollam,MP_455,Drinking Water,1061000.0,971000.0,623000.0,65.1,2025-01-16,2025-01-26,2025-10-22,,8.907465,76.614114,Contractor_031,Agency_19,In Progress,normal,0,0.587,-6.4,279
P00769,Community Hall Project 0769,West Bengal,Kolkata,MP_489,Community Hall,3126000.0,2011000.0,1751000.0,57.7,2025-11-10,2025-11-20,2026-02-09,,22.569284,88.449162,Contractor_009,Agency_19,Delayed,normal,0,0.56,-1.7,91
P00770,Community Hall Project 0770,Telangana,Nizamabad,MP_375,Community Hall,1055000.0,949000.0,677000.0,62.3,2024-01-06,2024-01-16,2024-08-15,,18.655235,78.134945,Contractor_015,Agency_19,In Progress,normal,0,0.642,1.9,222
P00771,Community Hall Project 0771,Kerala,Kollam,MP_310,Community Hall,2586000.0,2005000.0,1090000.0,46.121171275209605,2024-09-01,2024-09-11,2024-12-03,2026-02-13,8.921651,76.712586,Contractor_002,Agency_03,Delayed,delay,1,0.422,-3.9,93
P00772,School Building Project 0772,Tamil Nadu,Madurai,MP_452,School Building,5854000.0,4314000.0,4314000.0,39.14285554918603,2024-11-06,2024-11-16,2025-02-16,2025-11-30,10.022259,78.188534,Contractor_036,Agency_13,Delayed,delay,1,0.737,34.6,102
P00773,Sports Facility Project 0773,Tamil Nadu,Chennai,MP_522,Sports Facility,2844000.0,2510000.0,2510000.0,100.0,2024-06-16,2024-06-26,2024-12-05,2025-03-20,12.973925,80.203732,Contractor_035,Agency_01,Completed,normal,0,0.883,-11.7,172
P00774,Sports Facility Project 0774,Karnataka,Mysuru,MP_409,Sports Facility,1486000.0,1155000.0,680000.0,45.0,2026-04-08,2026-04-18,2027-05-06,,12.196841,76.61707,Contractor_016,Agency_16,In Progress,normal,0,0.458,0.8,393
P00775,School Building Project 0775,Kerala,Thrissur,MP_482,School Building,2155000.0,1842000.0,894000.0,44.1,2025-11-04,2025-11-14,2026-11-29,,10.632541,76.238136,Contractor_011,Agency_05,Delayed,normal,0,0.415,-2.6,390
P00776,Drinking Water Project 0776,Kerala,Kozhikode,MP_346,Drinking Water,2296000.0,1733000.0,1516000.0,60.7,2024-11-08,2024-11-18,2025-06-01,,11.35935,75.742654,Contractor_027,Agency_20,In Progress,normal,0,0.66,5.3,205
P00777,Street Lighting Project 0777,Karnataka,Belagavi,MP_199,Street Lighting,612000.0,508000.0,429000.0,68.3,2024-01-20,2024-01-30,2024-05-25,,15.948879,74.537438,Contractor_036,Agency_08,In Progress,normal,0,0.701,1.8,126
P00778,School Building Project 0778,Tamil Nadu,Chennai,MP_480,School Building,3688000.0,3086000.0,2524000.0,79.3,2025-01-07,2025-01-17,2025-08-12,,13.024516,80.263838,Contractor_059,Agency_14,In Progress,normal,0,0.684,-10.9,217
P00779,Street Lighting Project 0779,Rajasthan,Udaipur,MP_544,Street Lighting,793000.0,628000.0,426000.0,57.2,2024-12-28,2025-01-07,2025-07-24,,24.60219,73.641369,Contractor_003,Agency_15,In Progress,normal,0,0.537,-3.5,208
P00780,Sports Facility Project 0780,Odisha,Cuttack,MP_064,Sports Facility,1055000.0,926000.0,684000.0,74.4,2024-05-18,2024-05-28,2025-03-08,,20.37513,85.926299,Contractor_051,Agency_04,In Progress,normal,0,0.648,-9.6,294
P00781,Road Project 0781,Rajasthan,Udaipur,MP_028,Road,2122000.0,1354000.0,1354000.0,68.1,2026-03-06,2026-03-16,2027-03-01,,24.626439,73.79817,Contractor_050,Agency_18,In Progress,normal,0,0.638,-4.3,360
P00782,Community Hall Project 0782,Karnataka,Belagavi,MP_144,Community Hall,1016000.0,850000.0,850000.0,100.0,2025-03-15,2025-03-25,2026-01-13,2026-02-28,15.847111,74.562123,Contractor_008,Agency_06,Completed,normal,0,0.837,-16.3,304
P00783,School Building Project 0783,Kerala,Kollam,MP_137,School Building,2937000.0,2040000.0,2040000.0,70.0,2024-02-18,2024-02-28,2024-06-29,,8.898811,76.724082,Contractor_037,Agency_19,Delayed,normal,0,0.695,-0.5,132
P00784,Community Hall Project 0784,Rajasthan,Kota,MP_311,Community Hall,2031000.0,1307000.0,1307000.0,95.4,2024-04-11,2024-04-21,2024-07-22,2024-09-22,25.147029,75.792516,Contractor_056,Agency_20,Completed,normal,0,0.644,-31.0,102
P00785,Health Facility Project 0785,Maharashtra,Aurangabad,MP_490,Health Facility,3626000.0,2740000.0,2740000.0,75.2,2024-03-05,2024-03-15,2024-08-22,,19.936521,75.255545,Contractor_028,Agency_04,In Progress,normal,0,0.756,0.4,170
P00786,Drinking Water Project 0786,Maharashtra,Pune,MP_075,Drinking Water,2055000.0,1752000.0,1708000.0,78.6,2025-09-11,2025-09-21,2026-02-09,,18.408717,73.866417,Contractor_027,Agency_05,In Progress,normal,0,0.831,4.5,151
P00787,Community Hall Project 0787,West Bengal,Kolkata,MP_180,Community Hall,1770000.0,999000.0,999000.0,97.1,2025-10-25,2025-11-04,2026-07-30,2026-08-27,22.659006,88.313568,Contractor_035,Agency_10,Completed,normal,0,0.564,-40.7,278
P00788,Drinking Water Project 0788,Karnataka,Bengaluru Urban,MP_116,Drinking Water,831000.0,499000.0,499000.0,62.9,2024-10-31,2024-11-10,2025-07-12,,12.980574,77.683054,Contractor_035,Agency_03,Delayed,normal,0,0.6,-2.9,254
P00789,Street Lighting Project 0789,Kerala,Ernakulam,MP_394,Street Lighting,720000.0,629000.0,572000.0,73.1,2024-01-31,2024-02-10,2024-05-29,,10.073048,76.187358,Contractor_036,Agency_02,In Progress,normal,0,0.794,6.3,119
P00790,Sports Facility Project 0790,Telangana,Nizamabad,MP_279,Sports Facility,2546000.0,1965000.0,775000.0,28.3,2024-02-03,2024-02-13,2024-12-12,,18.64173,78.129813,Contractor_007,Agency_03,In Progress,normal,0,0.304,2.1,313
P00791,Road Project 0791,Gujarat,Surat,MP_151,Road,1968000.0,1418000.0,1418000.0,100.0,2024-07-08,2024-07-18,2024-10-30,2025-01-08,21.210994,72.912997,Contractor_048,Agency_13,Completed,normal,0,0.721,-27.9,114
P00792,Health Facility Project 0792,Tamil Nadu,Chennai,MP_382,Health Facility,1681000.0,1473000.0,1473000.0,98.6,2025-07-15,2025-07-25,2026-05-30,2026-05-30,13.060851,80.3811,Contractor_032,Agency_15,Completed,normal,0,0.876,-11.0,319
P00793,Drinking Water Project 0681 - Similar Work,Tamil Nadu,Coimbatore,MP_092,Drinking Water,4316000.0,2640000.0,2640000.0,100.0,2025-11-01,2025-11-11,2026-07-11,2026-07-29,10.941232,76.99676,Contractor_001,Agency_03,Completed,duplicate,1,0.612,-38.8,252
P00794,School Building Project 0794,Rajasthan,Jodhpur,MP_311,School Building,3293000.0,2436000.0,2436000.0,94.2,2025-07-19,2025-07-29,2025-11-19,,26.178416,72.982569,Contractor_034,Agency_14,In Progress,normal,0,0.74,-20.2,123
P00795,Road Project 0795,Tamil Nadu,Salem,MP_131,Road,1195000.0,898000.0,898000.0,82.0,2025-07-28,2025-08-07,2025-10-30,,11.706736,78.066093,Contractor_009,Agency_06,In Progress,normal,0,0.751,-6.9,94
P00796,Road Project 0796,Tamil Nadu,Madurai,MP_487,Road,2155000.0,1825000.0,1186000.0,50.2,2024-07-15,2024-07-25,2025-07-04,,9.860338,78.12975,Contractor_035,Agency_12,Delayed,normal,0,0.55,4.8,354
P00797,Drinking Water Project 0797,Maharashtra,Nashik,MP_155,Drinking Water,1701000.0,1039000.0,1038000.0,67.5,2025-02-09,2025-02-19,2026-03-19,,20.025852,73.760719,Contractor_013,Agency_11,In Progress,normal,0,0.61,-6.5,403
P00798,Road Project 0798,West Bengal,Kolkata,MP_323,Road,2801000.0,2650000.0,2650000.0,97.6,2025-11-01,2025-11-11,2026-05-24,2026-05-24,22.599223,88.308885,Contractor_032,Agency_18,Completed,normal,0,0.946,-3.0,204
P00799,School Building Project 0799,Kerala,Kollam,MP_406,School Building,5533000.0,4000000.0,3735000.0,64.8,2025-10-21,2025-10-31,2026-09-24,,8.984098,76.574436,Contractor_050,Agency_20,In Progress,contractor_pattern,1,0.675,2.7,338
P00800,Health Facility Project 0800,Kerala,Ernakulam,MP_215,Health Facility,1257000.0,1006000.0,762000.0,59.4,2026-03-18,2026-03-28,2027-03-23,,9.87007,76.374281,Contractor_057,Agency_04,Delayed,normal,0,0.606,1.2,370
P00801,Road Project 0801,Kerala,Thrissur,MP_329,Road,1102000.0,679000.0,679000.0,86.6,2024-06-01,2024-06-11,2024-09-05,,10.638442,76.188143,Contractor_011,Agency_20,In Progress,normal,0,0.616,-25.0,96
P00802,School Building Project 0802,Karnataka,Mysuru,MP_486,School Building,2109000.0,1727000.0,1183000.0,62.0,2024-05-07,2024-05-17,2024-11-10,,12.227522,76.577284,Contractor_034,Agency_05,Delayed,normal,0,0.561,-5.9,187
P00803,Sports Facility Project 0803,West Bengal,Howrah,MP_224,Sports Facility,2071000.0,1202000.0,1202000.0,87.1,2025-12-26,2026-01-05,2026-12-28,,22.6463,88.24359,Contractor_010,Agency_18,In Progress,normal,0,0.58,-29.1,367
P00804,Road Project 0804,Karnataka,Bengaluru Urban,MP_095,Road,850000.0,584000.0,584000.0,72.8,2025-10-19,2025-10-29,2026-08-04,,12.92511,77.671922,Contractor_049,Agency_13,In Progress,normal,0,0.687,-4.1,289
P00805,School Building Project 0805,Andhra Pradesh,Guntur,MP_020,School Building,2188000.0,1250000.0,1001000.0,42.2,2025-02-28,2025-03-10,2025-11-20,,16.406491,80.458604,Contractor_041,Agency_05,In Progress,contractor_pattern,1,0.457,3.5,265
P00806,Drinking Water Project 0806,Andhra Pradesh,Krishna,MP_104,Drinking Water,978000.0,671000.0,671000.0,85.0,2024-04-11,2024-04-21,2024-08-07,,16.424797,80.657546,Contractor_021,Agency_19,In Progress,normal,0,0.686,-16.4,118
P00807,Sports Facility Project 0807,West Bengal,Kolkata,MP_276,Sports Facility,2571000.0,1926000.0,1024000.0,41.5,2024-12-11,2024-12-21,2025-06-07,,22.471083,88.47616,Contractor_059,Agency_06,Delayed,normal,0,0.398,-1.7,178
P00808,Sports Facility Project 0808,West Bengal,Darjeeling,MP_004,Sports Facility,2695000.0,2389000.0,1720000.0,59.4,2024-07-05,2024-07-15,2025-01-02,,27.150895,88.284991,Contractor_016,Agency_15,In Progress,normal,0,0.638,4.4,181
P00809,Health Facility Project 0809,West Bengal,Malda,MP_529,Health Facility,2402000.0,1981000.0,1726000.0,80.5,2024-11-18,2024-11-28,2025-08-10,,25.104993,88.106816,Contractor_052,Agency_01,In Progress,normal,0,0.719,-8.6,265
P00810,Community Hall Project 0810,Kerala,Kozhikode,MP_433,Community Hall,1415000.0,853000.0,853000.0,78.2,2026-03-04,2026-03-14,2027-03-17,,11.201116,75.786489,Contractor_024,Agency_09,In Progress,normal,0,0.603,-17.9,378
P00811,School Building Project 0811,Tamil Nadu,Chennai,MP_205,School Building,3755000.0,2622000.0,1616000.0,43.4,2024-09-07,2024-09-17,2025-08-01,,13.185154,80.192454,Contractor_039,Agency_13,Delayed,normal,0,0.43,-0.4,328
P00812,Sports Facility Project 0812,Tamil Nadu,Chennai,MP_279,Sports Facility,2325000.0,1862000.0,1862000.0,91.0,2024-11-14,2024-11-24,2025-12-19,,13.038856,80.358656,Contractor_029,Agency_18,Delayed,normal,0,0.801,-10.9,400
P00813,Sports Facility Project 0813,Rajasthan,Jodhpur,MP_506,Sports Facility,830000.0,568000.0,557000.0,78.0,2025-12-04,2025-12-14,2026-05-06,,26.237506,73.091064,Contractor_052,Agency_12,In Progress,normal,0,0.671,-10.9,153
P00814,Sports Facility Project 0814,Maharashtra,Nashik,MP_018,Sports Facility,2073000.0,1838000.0,1838000.0,85.6,2025-12-03,2025-12-13,2026-03-26,,20.031555,73.670287,Contractor_050,Agency_03,In Progress,normal,0,0.887,3.1,113
P00815,Road Project 0815,West Bengal,Howrah,MP_354,Road,2853000.0,2643000.0,2643000.0,100.0,2024-12-29,2025-01-08,2025-12-14,2025-12-14,22.542758,88.291067,Contractor_030,Agency_01,Completed,normal,0,0.926,-7.4,350
P00816,Health Facility Project 0816,Odisha,Khordha,MP_247,Health Facility,1473000.0,1173000.0,1039000.0,82.0,2025-08-22,2025-09-01,2026-07-06,,20.253934,85.578893,Contractor_014,Agency_20,In Progress,normal,0,0.705,-11.5,318
P00817,School Building Project 0817,Andhra Pradesh,Tirupati,MP_547,School Building,3264000.0,2840000.0,2540000.0,82.7,2025-07-07,2025-07-17,2025-12-30,,13.598491,79.503074,Contractor_013,Agency_11,In Progress,normal,0,0.778,-4.9,176
P00818,Road Project 0818,Karnataka,Dharwad,MP_220,Road,851000.0,498000.0,498000.0,88.5,2025-12-03,2025-12-13,2026-08-02,,15.567389,75.018511,Contractor_034,Agency_19,In Progress,normal,0,0.585,-30.0,242
P00819,Sports Facility Project 0819,Maharashtra,Nashik,MP_335,Sports Facility,802000.0,481000.0,481000.0,69.4,2024-11-02,2024-11-12,2025-09-20,,20.030602,73.712598,Contractor_006,Agency_09,In Progress,normal,0,0.6,-9.4,322
P00820,Street Lighting Project 0820,Tamil Nadu,Salem,MP_460,Street Lighting,407000.0,330000.0,262000.0,59.3,2024-11-30,2024-12-10,2025-05-29,,11.760985,78.085111,Contractor_012,Agency_01,Delayed,normal,0,0.644,5.1,180
P00821,Sports Facility Project 0821,Tamil Nadu,Salem,MP_332,Sports Facility,2808000.0,2149000.0,1542000.0,60.4,2025-12-29,2026-01-08,2026-07-28,,11.65934,78.043013,Contractor_009,Agency_07,In Progress,normal,0,0.549,-5.5,211
P00822,Road Project 0822,Odisha,Khordha,MP_451,Road,2261000.0,1932000.0,1932000.0,100.0,2024-09-30,2024-10-10,2025-04-23,2025-07-16,20.185274,85.681598,Contractor_048,Agency_10,Completed,normal,0,0.854,-14.6,205
P00823,Health Facility Project 0823,Kerala,Kozhikode,MP_451,Health Facility,1829000.0,1026000.0,838000.0,49.3,2024-04-09,2024-04-19,2025-01-21,,11.164486,75.71528,Contractor_003,Agency_11,In Progress,normal,0,0.458,-3.5,287
P00824,Sports Facility Project 0824,Maharashtra,Pune,MP_307,Sports Facility,1212000.0,994000.0,994000.0,100.0,2024-07-08,2024-07-18,2024-12-10,2025-04-20,18.421732,73.813918,Contractor_011,Agency_10,Completed,normal,0,0.82,-18.0,155
P00825,Street Lighting Project 0825,Karnataka,Belagavi,MP_210,Street Lighting,1175000.0,753000.0,753000.0,91.6,2025-09-12,2025-09-22,2026-10-07,,15.836696,74.56344,Contractor_048,Agency_10,In Progress,geo,1,0.641,-27.5,390
P00826,Community Hall Project 0826,Telangana,Warangal,MP_336,Community Hall,1466000.0,1181000.0,455000.0,28.1,2025-12-19,2025-12-29,2026-10-03,,17.969934,79.585365,Contractor_009,Agency_18,In Progress,normal,0,0.31,2.9,288
P00827,Street Lighting Project 0827,Tamil Nadu,Salem,MP_404,Street Lighting,1032000.0,698000.0,610000.0,67.3,2024-08-06,2024-08-16,2024-11-18,,11.614357,78.200745,Contractor_025,Agency_14,In Progress,normal,0,0.591,-8.2,104
P00828,Health Facility Project 0828,Andhra Pradesh,Krishna,MP_126,Health Facility,2263000.0,1393000.0,1393000.0,56.8,2025-06-15,2025-06-25,2026-05-02,,16.481356,80.650899,Contractor_055,Agency_05,In Progress,contractor_pattern,1,0.616,4.8,321
P00829,Road Project 0829,Karnataka,Mysuru,MP_535,Road,1048000.0,739000.0,174000.0,16.5,2024-11-08,2024-11-18,2025-04-10,,12.261774,76.561063,Contractor_010,Agency_03,Delayed,normal,0,0.166,0.1,153
P00830,School Building Project 0830,Karnataka,Bengaluru Urban,MP_271,School Building,2964000.0,2785000.0,2785000.0,93.0,2024-12-12,2024-12-22,2025-07-18,,13.001658,77.652141,Contractor_055,Agency_04,In Progress,normal,0,0.94,1.0,218
P00831,School Building Project 0831,West Bengal,Howrah,MP_549,School Building,4547000.0,2552000.0,2552000.0,80.0,2024-05-25,2024-06-04,2025-07-06,,22.700341,88.364304,Contractor_021,Agency_01,Delayed,normal,0,0.561,-23.9,407
P00832,Street Lighting Project 0832,Tamil Nadu,Coimbatore,MP_411,Street Lighting,781000.0,775000.0,630000.0,70.4,2024-03-25,2024-04-04,2024-11-28,,11.087854,76.962745,Contractor_037,Agency_10,Delayed,normal,0,0.807,10.3,248
P00833,Sports Facility Project 0833,Andhra Pradesh,Krishna,MP_135,Sports Facility,1295000.0,996000.0,996000.0,76.6,2025-03-18,2025-03-28,2025-09-16,,16.500214,80.623626,Contractor_033,Agency_20,In Progress,normal,0,0.769,0.3,182
P00834,Community Hall Project 0834,West Bengal,Howrah,MP_136,Community Hall,1088000.0,1011000.0,765000.0,72.2,2024-10-26,2024-11-05,2025-04-17,,22.559666,88.367385,Contractor_043,Agency_03,In Progress,normal,0,0.703,-1.9,173
P00835,Road Project 0835,Tamil Nadu,Chennai,MP_090,Road,2437000.0,2417000.0,2417000.0,100.0,2024-01-06,2024-01-16,2024-11-29,2024-11-29,13.103812,80.23286,Contractor_001,Agency_14,Completed,normal,0,0.992,-0.8,328
P00836,Sports Facility Project 0836,Maharashtra,Pune,MP_037,Sports Facility,2994000.0,2691000.0,1827000.0,63.1,2025-12-02,2025-12-12,2027-01-02,,18.451378,73.918864,Contractor_046,Agency_03,In Progress,normal,0,0.61,-2.1,396
P00837,Community Hall Project 0837,Karnataka,Mysuru,MP_272,Community Hall,3050000.0,2759000.0,1606000.0,56.1,2024-11-02,2024-11-12,2025-11-23,,12.41092,76.551555,Contractor_029,Agency_10,In Progress,normal,0,0.527,-3.4,386
P00838,Community Hall Project 0838,Gujarat,Surat,MP_428,Community Hall,3486000.0,2296000.0,1857000.0,50.2,2025-06-14,2025-06-24,2026-07-05,,21.237359,72.934131,Contractor_013,Agency_19,Delayed,normal,0,0.533,3.1,386
P00839,Street Lighting Project 0839,Karnataka,Mysuru,MP_083,Street Lighting,1482000.0,890000.0,890000.0,55.8,2024-12-31,2025-01-10,2025-08-07,,12.342613,76.669264,Contractor_030,Agency_19,In Progress,normal,0,0.601,4.3,219
P00840,School Building Project 0840,Maharashtra,Aurangabad,MP_025,School Building,4906000.0,4733000.0,4631000.0,91.6,2024-02-24,2024-03-05,2024-05-30,,19.888797,75.375718,Contractor_059,Agency_19,Delayed,normal,0,0.944,2.8,96
P00841,School Building Project 0841,Kerala,Kollam,MP_480,School Building,3644000.0,2295000.0,439000.0,13.7,2026-04-23,2026-05-03,2027-02-06,,8.832172,76.581693,Contractor_057,Agency_09,In Progress,normal,0,0.12,-1.7,289
P00842,Health Facility Project 0842,Andhra Pradesh,Tirupati,MP_514,Health Facility,1330000.0,827000.0,770000.0,65.8,2025-08-20,2025-08-30,2026-07-16,,13.570804,79.382734,Contractor_053,Agency_08,In Progress,normal,0,0.579,-7.9,330
P00843,Health Facility Project 0843,Andhra Pradesh,Guntur,MP_189,Health Facility,1053000.0,800000.0,388000.0,32.7,2025-04-29,2025-05-09,2026-01-28,,16.329163,80.338481,Contractor_007,Agency_06,In Progress,normal,0,0.368,4.1,274
P00844,Health Facility Project 0844,Gujarat,Vadodara,MP_053,Health Facility,4765000.0,4523000.0,2776000.0,53.8,2024-05-25,2024-06-04,2024-10-04,,22.232148,73.226839,Contractor_020,Agency_14,In Progress,normal,0,0.583,4.5,132
P00845,Health Facility Project 0845,Gujarat,Surat,MP_344,Health Facility,3082000.0,1778000.0,1676000.0,52.8,2025-03-26,2025-04-05,2025-07-09,,21.284257,72.932884,Contractor_023,Agency_14,In Progress,normal,0,0.544,1.6,105
P00846,Community Hall Project 0846,Andhra Pradesh,Tirupati,MP_003,Community Hall,2645000.0,2143000.0,1856000.0,81.0,2024-12-23,2025-01-02,2025-12-27,,13.69819,79.43567,Contractor_001,Agency_12,In Progress,normal,0,0.702,-10.8,369
P00847,Community Hall Project 0847,Telangana,Warangal,MP_191,Community Hall,3095000.0,1734000.0,1493000.0,34.81581182402176,2025-12-09,2025-12-19,2026-10-23,,17.914804,79.603797,Contractor_047,Agency_20,In Progress,progress_mismatch,1,0.482,13.4,318
P00848,Drinking Water Project 0848,Telangana,Nizamabad,MP_283,Drinking Water,640000.0,432000.0,341000.0,51.2,2025-05-29,2025-06-08,2026-03-01,,18.692379,78.098653,Contractor_025,Agency_17,In Progress,normal,0,0.533,2.1,276
P00849,Road Project 0849,Gujarat,Rajkot,MP_316,Road,2755000.0,1620000.0,1620000.0,58.3,2025-10-17,2025-10-27,2026-07-12,,22.356172,70.85676,Contractor_009,Agency_07,Delayed,normal,0,0.588,0.5,268
P00850,Health Facility Project 0850,Andhra Pradesh,Guntur,MP_284,Health Facility,2676000.0,2063000.0,2063000.0,92.3,2025-01-29,2025-02-08,2025-12-31,,16.287447,80.363548,Contractor_059,Agency_01,In Progress,normal,0,0.771,-15.2,336
P00851,Community Hall Project 0851,Maharashtra,Nashik,MP_311,Community Hall,2659000.0,1715000.0,987000.0,35.3,2025-12-19,2025-12-29,2026-07-11,,20.102647,73.711746,Contractor_012,Agency_14,Delayed,normal,0,0.371,1.8,204
P00852,Drinking Water Project 0852,Odisha,Ganjam,MP_070,Drinking Water,1428000.0,1241000.0,409000.0,28.8,2025-03-22,2025-04-01,2026-02-10,,19.350963,84.810087,Contractor_043,Agency_08,In Progress,normal,0,0.286,-0.2,325
P00853,Street Lighting Project 0853,Telangana,Hyderabad,MP_291,Street Lighting,1332000.0,1069000.0,1069000.0,59.76512328875,2026-03-28,2026-04-07,2027-01-22,2028-04-11,17.410596,78.397215,Contractor_021,Agency_12,Delayed,delay,1,0.803,20.5,300
P00854,School Building Project 0854,Tamil Nadu,Chennai,MP_459,School Building,5016000.0,3071000.0,3045000.0,57.5,2025-05-28,2025-06-07,2025-12-24,,13.15755,80.246364,Contractor_039,Agency_10,In Progress,normal,0,0.607,3.2,210
P00855,School Building Project 0855,Gujarat,Rajkot,MP_310,School Building,2757000.0,2452000.0,1907000.0,76.6,2025-04-17,2025-04-27,2025-09-12,,22.399991,70.711614,Contractor_030,Agency_15,In Progress,normal,0,0.692,-7.4,148
P00856,School Building Project 0856,Maharashtra,Nagpur,MP_138,School Building,3870000.0,2559000.0,1024000.0,23.4,2025-04-06,2025-04-16,2025-10-21,,21.1475,79.032309,Contractor_004,Agency_03,In Progress,normal,0,0.265,3.1,198
P00857,Road Project 0857,Kerala,Ernakulam,MP_151,Road,2091000.0,2066000.0,1282000.0,71.5,2024-06-01,2024-06-11,2024-10-05,,10.07641,76.266867,Contractor_060,Agency_05,In Progress,normal,0,0.613,-10.2,126
